adopter,bill_sum,bill_win,cf,income,educ,sqft,kids,n_peo,age,retire,party,state
Adopter,75,100,18.3624927,62.5,Bachelor Degree,"(2000,3000]",0,2,66,0,Democrat,California
Adopter,700,250,18.5312698,175,Bachelor Degree,"(1500,2000]",1,2,37,0,Republican,California
Adopter,140,60,14.1837344,62.5,Some College,"(0,1000]",1,2,35,0,Republican,New Jersey
Non-adopter,175,175,14.4911203,37.5,Graduate Degree,"(3000,4000]",0,1,75,1,Independent,New Jersey
Non-adopter,63,88,17.7233077,62.5,Some College,"(2000,3000]",0,3,66,0,Republican,California
Adopter,200,80,19.3780232,62.5,Bachelor Degree,"(1500,2000]",0,2,67,1,Republican,California
Non-adopter,175,175,13.2532618,125,High School or Less,"(2000,3000]",0,2,76,1,Republican,New York
Adopter,300,240,18.1662272,250,Graduate Degree,"(3000,4000]",0,2,62,0,Independent,California
Non-adopter,250,200,19.9748819,37.5,High School or Less,"(2000,3000]",1,1,42,0,Independent,Arizona
Adopter,300,250,16.9027499,87.5,Some College,"(1500,2000]",0,2,69,1,Republican,California
Non-adopter,325,125,18.4697327,62.5,Some College,"(2000,3000]",0,2,45,0,Independent,Arizona
Adopter,200,150,18.1662272,250,Graduate Degree,"(2000,3000]",0,3,79,1,Democrat,California
Adopter,100,200,17.7295933,125,Graduate Degree,"(2000,3000]",0,2,67,0,Independent,California
Non-adopter,63,63,17.1106164,175,High School or Less,"(1500,2000]",0,2,51,0,Democrat,California
Non-adopter,175,63,13.1402931,250,Graduate Degree,"(1500,2000]",0,2,54,0,Independent,New York
Non-adopter,180,200,12.7374221,62.5,High School or Less,"(1000,1500]",0,2,62,1,Republican,New York
Non-adopter,175,175,13.6426073,62.5,Some College,"(1000,1500]",0,3,52,0,Democrat,New York
Non-adopter,270,270,14.3482328,175,High School or Less,"(1500,2000]",0,2,50,0,Independent,New York
Non-adopter,200,600,14.4799344,87.5,High School or Less,"(0,1000]",1,2,20,0,Independent,New York
Adopter,250,290,14.0733312,62.5,High School or Less,"(1000,1500]",0,3,72,1,Democrat,New Jersey
Adopter,100,140,13.6007146,87.5,Some College,"(1500,2000]",0,3,57,0,Republican,New York
Non-adopter,63,38,14.18903,62.5,Some College,"(2000,3000]",0,2,58,0,Independent,New Jersey
Non-adopter,275,125,19.2908626,87.5,Graduate Degree,"(1500,2000]",0,2,77,1,Republican,California
Non-adopter,120,160,14.1104985,125,Bachelor Degree,"(2000,3000]",1,2,46,0,Republican,New Jersey
Adopter,240,240,18.5312698,62.5,Some College,"(1500,2000]",1,3,50,0,Republican,California
Adopter,300,400,14.0733312,37.5,Bachelor Degree,"(1500,2000]",0,1,67,0,Democrat,New Jersey
Adopter,800,600,19.4651838,350,Graduate Degree,"(3000,4000]",1,3,45,0,Democrat,California
Adopter,325,350,14.1664029,175,Some College,"(2000,3000]",0,2,60,1,Democrat,New Jersey
Adopter,150,175,18.3624927,125,Some College,"(1000,1500]",0,2,69,1,Independent,California
Non-adopter,275,275,13.3310909,37.5,Some College,"(2000,3000]",1,2,33,0,Independent,New York
Non-adopter,175,88,14.1664029,17.5,High School or Less,"(1000,1500]",0,1,53,0,Independent,New Jersey
Non-adopter,225,225,17.3676259,37.5,High School or Less,"(1000,1500]",1,3,51,0,Republican,California
Non-adopter,88,38,19.2908626,62.5,Bachelor Degree,"(1500,2000]",0,1,81,1,Democrat,California
Non-adopter,125,325,15.0491191,87.5,Bachelor Degree,"(2000,3000]",0,2,58,0,Independent,New Jersey
Non-adopter,175,88,18.5442682,62.5,Some College,"(1000,1500]",0,2,64,0,Independent,California
Non-adopter,325,225,13.8040129,125,Some College,"(2000,3000]",0,3,62,1,Republican,New Jersey
Adopter,600,320,17.1992868,125,Graduate Degree,"(2000,3000]",0,2,64,1,Republican,California
Adopter,225,215,18.700047,350,Some College,"(1500,2000]",1,3,64,0,Republican,California
Non-adopter,450,325,14.0733312,175,Bachelor Degree,"(2000,3000]",0,3,60,0,Democrat,New Jersey
Adopter,600,400,17.0682681,37.5,Some College,"(2000,3000]",1,2,48,0,Republican,California
Adopter,250,215,18.5442682,250,Bachelor Degree,"(3000,4000]",1,2,43,0,Republican,California
Non-adopter,63,125,15.1386153,87.5,Graduate Degree,"(2000,3000]",1,2,30,0,Democrat,Arizona
Non-adopter,88,63,14.1837344,62.5,High School or Less,"(1500,2000]",0,3,67,1,Independent,New Jersey
Adopter,230,120,19.88405,37.5,Some College,"(1000,1500]",1,1,31,0,Independent,Arizona
Adopter,55,65,17.2051015,87.5,Some College,"(0,1000]",1,2,33,0,Independent,California
Non-adopter,125,145,14.4799344,87.5,High School or Less,"(1000,1500]",1,3,65,1,Independent,New York
Non-adopter,350,200,18.2302849,17.5,Some College,"(1500,2000]",1,3,54,0,Independent,California
Adopter,170,170,18.1662272,87.5,Graduate Degree,"(2000,3000]",0,2,68,1,Democrat,California
Non-adopter,125,63,19.9905379,62.5,Some College,"(1500,2000]",0,3,53,0,Republican,Arizona
Non-adopter,150,222,13.6426073,125,Bachelor Degree,"(1000,1500]",1,2,45,0,Democrat,New York
Non-adopter,225,175,14.3482328,175,Graduate Degree,"(1500,2000]",0,3,60,0,Republican,New York
Non-adopter,275,175,14.5948679,87.5,High School or Less,"(4000,5000+]",0,2,76,1,Republican,New Jersey
Non-adopter,225,125,14.5612251,37.5,Graduate Degree,"(3000,4000]",0,1,71,1,Independent,New Jersey
Non-adopter,175,175,13.7588789,37.5,Some College,"(0,1000]",0,2,67,1,Democrat,New York
Adopter,80,150,17.5911423,125,Graduate Degree,"(1500,2000]",1,2,50,0,Independent,California
Adopter,160,75,18.4697327,125,Graduate Degree,"(1000,1500]",0,2,45,0,Democrat,Arizona
Non-adopter,350,230,18.700047,87.5,Some College,"(2000,3000]",0,2,60,0,Democrat,California
Adopter,100,200,18.1662272,87.5,Graduate Degree,"(1500,2000]",0,2,30,0,Independent,California
Adopter,100,200,17.7295933,62.5,Bachelor Degree,"(2000,3000]",0,2,80,1,Democrat,California
Adopter,325,150,19.2908626,125,Some College,"(2000,3000]",0,3,58,1,Independent,California
Non-adopter,88,88,18.5442682,37.5,High School or Less,"(1000,1500]",1,3,87,1,Republican,California
Non-adopter,38,125,13.7866209,62.5,Bachelor Degree,"(1500,2000]",0,2,67,1,Democrat,New York
Non-adopter,200,300,18.700047,250,Graduate Degree,"(0,1000]",1,2,43,1,Republican,California
Non-adopter,175,175,16.9954729,37.5,Some College,"(1500,2000]",0,2,48,0,Independent,California
Non-adopter,325,125,19.9372954,125,High School or Less,"(3000,4000]",1,2,46,0,Republican,Arizona
Non-adopter,225,175,14.4140836,175,Bachelor Degree,"(2000,3000]",1,2,43,0,Independent,New York
Adopter,350,80,18.2302849,87.5,Graduate Degree,"(1500,2000]",1,1,53,0,Independent,California
Adopter,160,120,18.1662272,175,Graduate Degree,"(1500,2000]",1,2,42,0,Republican,California
Non-adopter,125,225,19.2958857,37.5,High School or Less,"(0,1000]",0,2,65,1,Republican,Arizona
Non-adopter,125,63,14.0733312,125,Bachelor Degree,"(2000,3000]",0,2,57,0,Independent,New Jersey
Non-adopter,400,500,18.1662272,87.5,Bachelor Degree,"(2000,3000]",1,2,35,0,Republican,California
Adopter,337.5,200,18.2302849,125,Bachelor Degree,"(3000,4000]",0,3,61,0,Republican,California
Non-adopter,275,175,19.2908626,125,Some College,"(2000,3000]",0,2,51,1,Democrat,California
Adopter,300,500,17.7295933,125,Some College,"(1500,2000]",1,2,37,0,Independent,California
Non-adopter,325,375,15.0491191,62.5,Some College,"(1000,1500]",0,2,76,1,Independent,New Jersey
Adopter,30,50,18.3624927,175,Bachelor Degree,"(0,1000]",0,2,62,0,Republican,California
Non-adopter,225,63,18.4697327,37.5,Some College,"(1500,2000]",0,2,80,1,Independent,Arizona
Non-adopter,1000,500,18.5312698,250,Bachelor Degree,"(2000,3000]",1,3,52,0,Independent,California
Non-adopter,400,150,18.4697327,37.5,Some College,"(2000,3000]",1,2,31,0,Democrat,Arizona
Non-adopter,275,175,14.4940869,125,Some College,"(2000,3000]",1,2,41,0,Independent,New Jersey
Adopter,300,120,18.1662272,87.5,Some College,"(1000,1500]",1,2,35,0,Republican,California
Non-adopter,180,150,16.3724796,87.5,Bachelor Degree,"(4000,5000+]",1,2,28,0,Democrat,California
Non-adopter,38,38,14.1837344,37.5,Some College,"(1500,2000]",0,3,37,0,Democrat,New Jersey
Adopter,150,156,14.1458314,62.5,High School or Less,"(2000,3000]",0,1,72,1,Independent,New Jersey
Non-adopter,88,88,14.1615421,62.5,Graduate Degree,"(1000,1500]",0,2,67,0,Independent,New York
Adopter,250,250,17.7295933,62.5,Some College,"(1000,1500]",0,2,55,0,Independent,California
Non-adopter,125,125,18.0909452,87.5,High School or Less,"(1500,2000]",0,2,54,1,Republican,California
Non-adopter,175,125,17.1184243,87.5,High School or Less,"(2000,3000]",1,2,30,0,Republican,California
Non-adopter,325,225,18.700047,37.5,Graduate Degree,"(4000,5000+]",0,3,61,0,Independent,California
Non-adopter,125,125,14.4799344,62.5,Some College,"(1500,2000]",0,2,61,0,Republican,New York
Adopter,217,125,18.1662272,125,Graduate Degree,"(1500,2000]",0,3,55,0,Republican,California
Adopter,212.5,137.5,19.4651838,37.5,Some College,"(2000,3000]",0,3,51,0,Independent,California
Non-adopter,254,120,18.4697327,87.5,Bachelor Degree,"(2000,3000]",1,2,29,0,Republican,Arizona
Adopter,425,145,18.700047,87.5,Bachelor Degree,"(2000,3000]",0,3,73,1,Republican,California
Adopter,240,150,19.4651838,87.5,Some College,"(2000,3000]",0,3,55,0,Democrat,California
Adopter,200,50,19.2330297,125,Graduate Degree,"(1500,2000]",0,2,61,0,Republican,Arizona
Adopter,320,250,18.1662272,125,Some College,"(3000,4000]",0,2,74,1,Democrat,California
Non-adopter,250,150,18.700047,87.5,Bachelor Degree,"(1500,2000]",1,2,32,0,Democrat,California
Adopter,300,250,14.192373,125,High School or Less,"(1500,2000]",0,3,57,0,Independent,New Jersey
Adopter,50,120,18.3624927,62.5,Some College,"(1500,2000]",0,2,76,1,Republican,California
Adopter,400,50,17.0682681,87.5,Bachelor Degree,"(1500,2000]",0,2,59,0,Republican,California
Non-adopter,175,125,18.1662272,87.5,Graduate Degree,"(1500,2000]",0,1,61,0,Independent,California
Non-adopter,325,275,18.1662272,125,Some College,"(3000,4000]",0,1,85,1,Republican,California
Adopter,165,122,16.9954729,62.5,Some College,"(2000,3000]",0,2,64,1,Republican,California
Non-adopter,155,123,18.5442682,350,Graduate Degree,"(3000,4000]",0,2,55,0,Independent,California
Non-adopter,175,125,19.2566854,250,Graduate Degree,"(3000,4000]",0,2,68,0,Democrat,Arizona
Non-adopter,125,175,13.2071658,37.5,High School or Less,"(1000,1500]",0,2,67,1,Republican,New York
Non-adopter,225,63,19.9905379,62.5,Graduate Degree,"(3000,4000]",0,3,41,0,Democrat,Arizona
Non-adopter,215,135,14.4799344,62.5,Some College,"(2000,3000]",0,3,69,1,Republican,New York
Adopter,320,65,18.4697327,62.5,Bachelor Degree,"(1500,2000]",0,2,58,0,Republican,Arizona
Non-adopter,63,63,17.3015558,125,High School or Less,"(2000,3000]",0,2,77,1,Democrat,California
Adopter,550,350,18.5442682,125,High School or Less,"(2000,3000]",1,2,46,0,Independent,California
Non-adopter,63,38,19.9905379,125,Some College,"(1500,2000]",0,1,48,0,Independent,Arizona
Adopter,300,100,18.2302849,62.5,Some College,"(1000,1500]",0,2,69,1,Independent,California
Non-adopter,63,125,18.4697327,37.5,High School or Less,"(1000,1500]",1,1,29,0,Democrat,Arizona
Non-adopter,63,38,13.3281096,37.5,High School or Less,"(1000,1500]",0,2,66,1,Independent,New York
Adopter,200,120,18.5442682,175,High School or Less,"(1500,2000]",0,2,36,0,Democrat,California
Adopter,200,150,14.4799344,125,Graduate Degree,"(1000,1500]",1,2,41,0,Independent,New York
Non-adopter,88,38,20.0647018,175,Bachelor Degree,"(1500,2000]",0,2,67,0,Democrat,Arizona
Adopter,60,350,17.7295933,87.5,Some College,"(1500,2000]",0,2,66,1,Democrat,California
Adopter,160,85,19.4651838,62.5,Some College,"(2000,3000]",0,2,60,0,Republican,California
Non-adopter,175,88,14.1615421,125,High School or Less,"(0,1000]",0,2,58,1,Republican,New York
Non-adopter,310,120,18.4697327,62.5,Some College,"(1000,1500]",0,2,63,1,Democrat,Arizona
Non-adopter,125,125,13.1628515,125,Some College,"(3000,4000]",1,3,51,0,Republican,New York
Adopter,115,59,19.8069413,125,Some College,"(1500,2000]",0,2,64,0,Independent,Arizona
Non-adopter,63,63,19.8069413,37.5,Bachelor Degree,"(1000,1500]",0,2,75,0,Independent,Arizona
Non-adopter,275,88,18.4697327,175,Some College,"(3000,4000]",0,2,41,0,Democrat,Arizona
Adopter,250,150,14.4799344,62.5,Some College,"(1500,2000]",0,2,69,1,Independent,New York
Adopter,160,38,13.9606699,125,Some College,"(1000,1500]",1,2,41,0,Republican,New Jersey
Adopter,380,120,18.1662272,125,Bachelor Degree,"(1000,1500]",0,2,30,0,Independent,California
Non-adopter,190,140,13.648607,250,Graduate Degree,"(0,1000]",1,2,38,0,Democrat,New York
Adopter,30,160,17.1184243,125,High School or Less,"(1500,2000]",0,2,51,0,Democrat,California
Adopter,185,185,19.0826154,87.5,Some College,"(2000,3000]",1,2,62,1,Democrat,California
Adopter,200,150,14.4799344,125,Bachelor Degree,"(2000,3000]",1,2,41,0,Independent,New York
Non-adopter,275,275,17.0696245,125,Some College,"(1500,2000]",0,2,50,0,Democrat,California
Adopter,300,60,19.4651838,62.5,Bachelor Degree,"(1500,2000]",1,2,25,0,Independent,California
Non-adopter,150,80,18.4697327,62.5,Some College,"(1000,1500]",0,2,51,0,Independent,Arizona
Non-adopter,200,260,19.9905379,62.5,High School or Less,"(1000,1500]",0,3,25,0,Independent,Arizona
Adopter,450,145,14.1837344,175,Some College,"(2000,3000]",0,3,54,1,Republican,New Jersey
Non-adopter,175,225,16.9027499,125,High School or Less,"(1500,2000]",0,2,49,0,Democrat,California
Adopter,90,140,18.1662272,62.5,Some College,"(1500,2000]",0,2,78,1,Independent,California
Non-adopter,63,63,19.8069413,37.5,High School or Less,"(1500,2000]",0,2,52,0,Republican,Arizona
Adopter,220,220,14.1621756,62.5,Some College,"(1500,2000]",0,3,66,1,Republican,New Jersey
Non-adopter,125,63,18.4697327,62.5,Graduate Degree,"(1000,1500]",0,1,34,0,Democrat,Arizona
Adopter,600,100,19.4651838,62.5,Graduate Degree,"(2000,3000]",0,3,53,1,Independent,California
Adopter,700,200,14.4799344,250,Some College,"(1500,2000]",1,2,45,0,Republican,New York
Adopter,100,120,19.4651838,37.5,Some College,"(1500,2000]",0,3,55,1,Democrat,California
Non-adopter,125,125,13.4502232,175,Graduate Degree,"(3000,4000]",0,2,54,0,Democrat,New York
Non-adopter,125,38,16.9027499,62.5,Some College,"(1500,2000]",0,2,49,0,Republican,California
Adopter,200,400,18.1662272,175,Bachelor Degree,"(2000,3000]",0,3,70,1,Republican,California
Non-adopter,650,150,18.5442682,37.5,Some College,"(2000,3000]",0,3,65,0,Independent,California
Adopter,100,140,13.3924939,175,Bachelor Degree,"(2000,3000]",1,2,43,0,Republican,New York
Adopter,350,250,17.7295933,125,Graduate Degree,"(3000,4000]",1,2,43,0,Independent,California
Adopter,150,40,18.2302849,62.5,Some College,"(1500,2000]",0,1,60,0,Republican,California
Non-adopter,450,450,14.218588,125,Graduate Degree,"(3000,4000]",0,3,62,0,Independent,New Jersey
Non-adopter,88,18,19.1768928,62.5,Graduate Degree,"(1500,2000]",0,2,49,0,Republican,Arizona
Non-adopter,275,88,18.4697327,62.5,Some College,"(1500,2000]",1,2,41,0,Democrat,Arizona
Non-adopter,275,125,15.0491191,87.5,Some College,"(3000,4000]",1,2,31,0,Democrat,New Jersey
Adopter,55,45,17.0682681,62.5,Bachelor Degree,"(1500,2000]",0,1,71,1,Democrat,California
Adopter,200,150,19.3780232,87.5,Bachelor Degree,"(1000,1500]",1,1,44,0,Democrat,California
Non-adopter,144,144,18.4697327,87.5,Bachelor Degree,"(1000,1500]",0,2,52,0,Democrat,Arizona
Adopter,200,40,18.4697327,62.5,Some College,"(1500,2000]",0,2,61,1,Republican,Arizona
Non-adopter,175,175,16.9027499,87.5,Some College,"(1500,2000]",1,3,43,0,Democrat,California
Adopter,175,75,18.700047,175,Bachelor Degree,"(1000,1500]",0,2,34,0,Democrat,California
Adopter,150,150,17.5261569,125,High School or Less,"(1500,2000]",0,2,52,0,Republican,California
Adopter,275,175,18.5442682,125,Graduate Degree,"(1500,2000]",0,3,61,0,Republican,California
Non-adopter,125,88,17.7295933,87.5,Some College,"(2000,3000]",1,3,54,0,Republican,California
Non-adopter,88,175,14.0377112,62.5,Some College,"(1000,1500]",0,3,54,0,Democrat,New Jersey
Non-adopter,50,65,18.3624927,62.5,Bachelor Degree,"(2000,3000]",0,1,69,1,Independent,California
Non-adopter,88,63,18.5442682,125,Graduate Degree,"(3000,4000]",1,2,45,0,Democrat,California
Non-adopter,63,125,13.6426073,37.5,High School or Less,"(0,1000]",0,2,71,1,Independent,New York
Non-adopter,225,88,16.9027499,87.5,Some College,"(2000,3000]",1,3,56,0,Republican,California
Adopter,400,300,17.7295933,125,Bachelor Degree,"(1500,2000]",1,3,70,1,Republican,California
Adopter,260,230,16.5239734,62.5,Bachelor Degree,"(1000,1500]",0,2,60,1,Republican,California
Non-adopter,63,63,13.1534104,125,Some College,"(2000,3000]",0,2,54,0,Republican,New York
Adopter,110,50,18.3624927,62.5,Some College,"(1500,2000]",1,3,29,0,Republican,California
Non-adopter,38,38,18.2273476,125,Graduate Degree,"(1500,2000]",0,2,77,1,Independent,California
Non-adopter,150,200,13.648607,62.5,Some College,"(1000,1500]",1,2,26,0,Independent,New York
Non-adopter,38,88,19.8069413,37.5,Some College,"(1500,2000]",0,2,63,1,Independent,Arizona
Adopter,250,150,17.1992868,37.5,High School or Less,"(1500,2000]",1,1,52,0,Independent,California
Non-adopter,63,38,18.5442682,87.5,Graduate Degree,"(2000,3000]",0,2,64,1,Republican,California
Adopter,300,175,14.1458314,175,Graduate Degree,"(1500,2000]",1,2,47,0,Democrat,New Jersey
Non-adopter,125,125,19.9905379,125,Bachelor Degree,"(2000,3000]",0,2,68,1,Republican,Arizona
Adopter,320,80,18.1662272,87.5,Bachelor Degree,"(2000,3000]",1,3,46,0,Independent,California
Non-adopter,125,63,19.2330297,37.5,Some College,"(1500,2000]",0,1,59,1,Republican,Arizona
Non-adopter,125,125,18.4697327,62.5,Some College,"(1500,2000]",0,2,67,1,Republican,Arizona
Non-adopter,63,88,13.7866209,37.5,High School or Less,"(1000,1500]",0,1,65,1,Independent,New York
Non-adopter,88,38,13.7866209,175,Some College,"(2000,3000]",0,2,37,0,Republican,New York
Adopter,150,275,17.2770336,125,Bachelor Degree,"(1000,1500]",0,3,43,0,Republican,California
Non-adopter,80,100,14.1837344,125,Some College,"(3000,4000]",0,2,59,0,Republican,New Jersey
Non-adopter,600,400,18.700047,87.5,Some College,"(1000,1500]",0,1,30,0,Independent,California
Adopter,100,125,13.5007735,62.5,Bachelor Degree,"(1500,2000]",0,2,61,1,Independent,New York
Non-adopter,175,63,15.0308957,62.5,Some College,"(1000,1500]",1,2,32,0,Independent,New Jersey
Adopter,120,80,17.2969523,87.5,Bachelor Degree,"(1500,2000]",0,2,65,1,Independent,California
Adopter,500,150,18.4651659,87.5,Some College,"(1500,2000]",0,1,49,0,Republican,California
Adopter,220,90,19.2908626,175,Bachelor Degree,"(2000,3000]",1,2,52,0,Independent,California
Non-adopter,275,275,15.0308957,125,Some College,"(4000,5000+]",1,2,43,0,Republican,New Jersey
Adopter,150,65,13.9606699,125,Graduate Degree,"(1500,2000]",1,3,34,0,Democrat,New Jersey
Adopter,100,70,19.4651838,37.5,Bachelor Degree,"(2000,3000]",0,2,29,0,Republican,California
Adopter,180,120,17.5098528,62.5,Some College,"(1500,2000]",1,2,32,0,Democrat,California
Non-adopter,125,63,15.0308957,87.5,Graduate Degree,"(1500,2000]",0,2,62,1,Democrat,New Jersey
Non-adopter,125,125,14.5612251,125,Some College,"(1000,1500]",0,2,64,0,Democrat,New Jersey
Non-adopter,275,275,14.4799344,62.5,Some College,"(1000,1500]",0,2,51,1,Independent,New York
Non-adopter,63,175,14.1406168,37.5,Graduate Degree,"(1000,1500]",0,1,28,0,Democrat,New Jersey
Adopter,250,75,18.5312698,87.5,Graduate Degree,"(2000,3000]",0,3,52,0,Independent,California
Adopter,20,35,18.700047,125,Graduate Degree,"(1500,2000]",0,2,77,1,Independent,California
Adopter,35,60,13.4105803,62.5,Graduate Degree,"(1000,1500]",0,2,57,0,Independent,New York
Non-adopter,88,88,14.4799344,175,Some College,"(2000,3000]",1,3,43,0,Republican,New York
Adopter,230,230,19.2908626,125,Some College,"(1500,2000]",0,3,53,0,Republican,California
